"list_name","name","label","label..Arabic","Governorate"
"reasons_for_debt","Clothing","Clothing or NFIs","ملابس",""
"reasons_for_debt","purchase_pro_assets","Purchasing productive assets for small business or income-generating activities","لشراء المواد الإنتاجية للاعمال الصغيرة أو الأنشطة المدرة للدخل",""
"reasons_for_debt","other","Other","اخرى",""
"","","","",""
"borrow_money","shopkeeper","From the shop for basic needs","من المحل او الدكان لحاجات ضرورية",""
"borrow_money","friends_relatives","Borrowing from Friends or relatives","اقتراض المال من الاهل او الاقارب",""
"borrow_money","borrow_from_bank","Borrowing from the bank or financial istitution","اقتراض المال من البنك او اية مؤسسة مالية",""
"borrow_money","other","Other","اخرى",""
"","","","",""
"place3","within_2km","Within 2 km","ضمن مسافة 2 كم",""
"place3","within_5km","Between 2-5 km away","بين 2 الى 5 كم",""
"place3","more_than5kmaway","More than 5 km","بعيد لاكثر من 5 كم",""
"place3","none","None that the household can access (movement restriction/security)","لا تستطيع الاسرة الوصول اليها ( بسبب قيود في الحركة او لأسباب أمنية)",""
"place3","do_not_know","Do not know","لا أعلم",""
"","","","",""
"market_items","food_items","Basic food items","المواد الغذائية الأساسية",""
"market_items","Water","Water","ماء",""
"market_items","hh_items","Basic household items (eg. Matress, blankets, kitchen utilities..)","الأدوات المنزلية الأساسية (مثل ، الدواشك والبطانيات ومواد المطبخ ..)",""
"market_items","Tools_hardware_mterials","Tools, hardware and mterials","الأدوات والأجهزة",""
"market_items","Hygeine_items","Hygeine items","مستلزمات النظافة",""
"market_items","Basic_medicine","Basic medicine","أدوية رئيسية",""
"market_items","other","Other","اخرى",""
"","","","",""
"livelihoods_needs","cfw_cash","Short term cash through cash-for-work","مبلغ نقدي على المدى القصير من خلال العمل مقابل المال",""
"livelihoods_needs","small_asset_kit","Small asset kit","مجموعة مواد صغيرة",""
"livelihoods_needs","grants","Grants for opening up businesses","منح نقدية لفتح مشاريع ",""
"livelihoods_needs","skills_vocation","Skills / vocational training","  المهارات / التدريب المهني",""
"livelihoods_needs","job","Job placement","التعيين لوظيفة او عمل",""
"livelihoods_needs","other","Other","آخر",""
"","","","",""
"NNNY","yes","Yes","نعم",""
"NNNY","No_already_did","No, because we already did it (so cannot continue to do it)","كلا، لأننا قد قمنا باذلك مسبقا ( لذا لا نستطيع الاستمرار بذلك)",""
"NNNY","No_nobody_in_HH_did","No, nobody in my HH did","كلا، لم يقم بذلك اي فرد من الاسرة",""
"NNNY","Not_applicable","Not applicable (I don't have)","كلا، لا ينطبق ذلك على الاسرة",""
"","","","",""
"Needs","education","Education for children","التعليم للاطفال",""
"Needs","CFS","Child-friendly spaces or activities","مساحة صديقة للطفل او نشاطاتها",""
"Needs","employment","Employment ( livelihood opportunities)","التوظيف ( فرص عمل لكسب العيش)",""
"Needs","Food","Food","الغذاء",""
"Needs","Medical_care","Medical Care","الرعاية الطبية",""
"Needs","Psychosocial_Support","Psychosocial Support","الدعم النفسي والاجتماعي",""
"Needs","GBV_support","Gender-based Violence support","دعم في العنف الجنسي GBV",""
"Needs","EH_clear","Explosive Hazard Clearance","إزالة المتفجرات الخطرة",""
"Needs","EH_education","Explosive Hazard Risk Education","التثقيف حول مخاطر المتفجرات",""
"Needs","shelter_support","Shelter Support","دعم المسكن",""
"Needs","Water","Water","مياه",""
"Needs","Sanitation","Sanitation services","خدمات الصرف الصحي",""
"Needs","vocational_training","Vocational training","التدريبات المهنية",""
"Needs","clothing_footwear","Clothing or Footwear","الملابس او الاحذية",""
"Needs","summerization","Summer kits","مواد صيفية",""
"Needs","winterization","Winter kits","مواد شتوية",""
"Needs","legal_assistance","Legal Assistance (civil documentation, HLP, family law)","مساعدة قانونية (وثائق مدنية، وثائق ملكية الاراضي،..)",""
"Needs","other","Other","اخرى (حدد)",""
"","","","",""
"relationship","head","Head of household","رب الاسرة",""
"relationship","spouse","Spouse of head of household","زوج / زوجة رب الاسرة",""
"relationship","child","Son/daughter","الابن / الابنة ",""
"relationship","sibling","Brother/Sister (sibling)","الأخ / الأخت ( الاشقاء)",""
"relationship","parent","Father/Mother","الأب / الأم",""
"relationship","childinlaw","Son/Daughter in law","الصهر (زوج الابنة) / الكنة (زوجة الابن)",""
"relationship","grandchild","Grandchild","الحفيد",""
"relationship","parentinlaw","Father/mother in law","الحما / الحماة",""
"relationship","nephew_niece","Nephew / Niece","ابن / ابنة الاخ او الاخت",""
"relationship","other_relative","Other relatives","أقرباء آخرون",""
"relationship","guest","Guest or non-relative","ضيف او غير قريب",""
"relationship","error","Error - extra group added by mistake","خطا-تم اضافة مجموعة اخرى بالخطأ",""
"","","","","v"
"gender","male","Male","ذكر",""
"gender","female","Female","انثى",""
"","","","","v"
"marital_status","single","Single","اعزب / عزباء",""
"marital_status","married","Married","متزوج / ة",""
"marital_status","separated","Separated","منفصل /ة",""
"marital_status","divorced","Divorced","مطلق /ة",""
"marital_status","widowed","Widowed","ارمل/ة",""
"","","","","v"
"civil_documents","passport","Passport","جواز سفر",""
"civil_documents","id_card","National ID card","هوية الاحوال المدنيه",""
"civil_documents","citizenship_certificate","Citizenship certificate","شهادةالجنسية",""
"civil_documents","food_ration_card","Food ration card (PDS)","بطاقة تموين",""
"civil_documents","information_card","Information card","بطاقة المعلومات (زانياري)",""
"civil_documents","birth_certificate","Birth certificate","شهادة ميلاد",""
"civil_documents","marriage_certificate","Marriage certificate","وثيقة زواج",""
"civil_documents","divorce_certificate","Divorce certificate","شهادة الطلاق",""
"civil_documents","death_certificate","Death certificate","شهادة وفاة",""
"civil_documents","guardianship_certificate","Guardianship certificate","شهادة الوصاية",""
"civil_documents","trusteeship_certificate","Trusteeship certificate (Qaemoma)","وكالة عامة",""
"civil_documents","inheritance_deed","Inheritance deed","حجة حصر الارث",""
"civil_documents","graduation_certificate","Graduation / School certificate","شهادة مدرسية او شهادة تخرّج",""
"civil_documents","driver_license","Driver license","رخصة القيادة",""
"civil_documents","resdiency","Residency permit or Housing support letter","تصريح الاقامة او بطاقة السكن",""
"civil_documents","other","Other","اخرى",""
"","","","","v"
"health_barriers","no_issues","No issues","لم تكن هناك صعوبات",""
"health_barriers","healthcare_cost","Cost of services was too high","تكلفة الخدمات الصحية كانت غالية جدا   ",""
"health_barriers","unqualified_staff_hosp","Did not get access to qualified health staff at hospital","عدم الوصول الى كادر طبي مؤهل في المستشفى",""
"health_barriers","unqualified_staff_phc","Did not get access to qualified health staff at public health clinic","عدم الوصول الى كادر طبي مؤهل في مركز صحي عام",""
"health_barriers","language_barrier","Language barrier","حاجز لغوي",""
"health_barriers","refused_treatment","Medical staff refused treatment without any explanation","رفض الكادر الطبي العلاج دون أعطاء اي تفسير",""
"health_barriers","no_medicine_hosp","No medicine available at hospital","لم يكن الدواء متوفر في المستشفى",""
"health_barriers","no_medicine_pharm","No medicine available at pharmacy","لم يكن الدواء متوفر في الصيدلية",""
"health_barriers","no_medicine_phc","No medicine available at public health clinic","لم يكن الدواء متوفر في عيادة الصحة العامة",""
"health_barriers","no_transport","No transport available","لم تكن موجودة اي وسيلة نقل",""
"health_barriers","no_offered_treatment_phc","No treatment available for my disease at the public health clinic","لم يكن يوجد علاج لهذه المشكلة في عيادة الصحة العامة",""
"health_barriers","no_offered_treatment_hosp","No treatment available for the problem at the hospital","لم يكن يوجد علاج لهذه المشكلة في المستشفى",""
"health_barriers","civ_docs_problems","Problems with civil documents","مشاكل مع الوثائق المدنية   ",""
"health_barriers","no_referral_phc","Public health clinic did not provide referral","لم توفر عيادة الصحة العامة اي إحالة",""
"health_barriers","phc_closed","Public health clinic not open","كانت عيادة الصحة العامة مغلقة",""
"health_barriers","distance_to_treatmentcenter","The treatment center was too far away","بسبب بعد مسافة المشفى او العيادة",""
"health_barriers","medicine_cost_high","Cost of medicine was too high","تكلفة الادوية كانت غالية",""
"health_barriers","gender_descrimination","Gender descrimination","التمييز الجنسي",""
"health_barriers","no_support_from_family","No support from family","عدم وجود دعم من العائلة",""
"","","","","v"
"health_events","Serious_Physical_Injuries","Serious Physical Injuries (broken bones, burns)"," إصابات جسدية خطيرة (كسور في العظام ، حروق)",""
"health_events","Extreme_weight_loss","Extreme weight loss"," فقدان الوزن الشديد",""
"health_events","Difficulty_breathing","Difficulty breathing"," صعوبة في التنفس",""
"health_events","skin_inflamation","Skin rashes or inflammation"," طفح جلدي أو التهاب",""
"health_events","swollen_feet","Swollen feet"," تورم القدمين",""
"health_events","measles","Measles"," الحصبة",""
"health_events","Juandice","Jaundice (yellow discoloration of skin or eyes)"," اليرقان (تغير لون الجلد أو العين الى اللون الاصفر)","اليرقان (Jaundice) والذي يدعى ايضا الصفار هو مرض ناجم عن تكون  كمية زائدة  في الدم من صباغ بني الى مائل إلى الصفرة ويؤدي تراكمه وترسبه تحت الجلد الى اصفرار الجلد والعينين. "
"health_events","TB","TB"," مرض السل",""
"health_events","other","Other health issue (specify)"," مشكلة صحية أخرى ",""
"health_events","none","None","لا شيء",""
"","","","","v"
"chronic","Heart_disease","Heart disease","مرض القلب",""
"chronic","Cancer","Cancer","السرطان",""
"chronic","Lung_disease","Lung disease","ذات الرئة / مرض في الرئة",""
"chronic","Diabetes","Diabetes","السكري",""
"chronic","Kidney","Renal (kidney) disease","مرض الكلى ( كلية)",""
"chronic","None","None","لا شيء",""
"","","","","v"
"reasons_not_attend","Cannot_afford_to_pay","Cannot afford to pay for tuition/costs","لا يمكن تحمل رسوم التعليم / التكاليف",""
"reasons_not_attend","No_space_inschool","No space in school/ school did not answer/unable to register","لا توجد مساحة في المدرسة / المدرسة لا تستجيب / غير قادر على التسجيل",""
"reasons_not_attend","school_bad_condition","Schools not in good condition (problems with latrines, electricity, furniture)","المدارس ليست في حالة جيدة (مشاكل في المراحيض والكهرباء والأثاث)",""
"reasons_not_attend","lack_suitable_curriculum","Schools lack a suitable curriculum","المدارس تفتقر إلى المناهج الدراسية المناسبة",""
"reasons_not_attend","lack_trained_teachers","Schools lack trained teachers","المدارس تفتقر إلى المعلمين المدربين",""
"reasons_not_attend","lacked_gender_appropriate_staff","Schools lacked gender-appropriate staff","تفتقر المدارس إلى الموظفين المناسبين للجنسين",""
"reasons_not_attend","Children_stay_home","Children need to stay at home and assist with household chores ","يحتاج الأطفال إلى البقاء في المنزل والمساعدة في الأعمال المنزلية",""
"reasons_not_attend","participate_remunerative_activities","Family needs the child to participate in remunerative activities","العائلة بحاجة إلى الطفل للمشاركة في أنشطة مدرة للدخل",""
"reasons_not_attend","Recently_displacement","Recently or continuous displacement","النزوح مؤخراً  أو مستمر بالانتقال",""
"reasons_not_attend","education_not_importatnt","Do not consider education important","لا تعتبر التعليم مهم",""
"reasons_not_attend","Security_situation_Insecurity ","Security situation/Insecurity ","الوضع الأمني / انعدام الأمن",""
"reasons_not_attend","Child_disabled","Child is disabled, unhealthy, or traumatized","الطفل معوق ، مريض ، أو مصدوم",""
"reasons_not_attend","Child_disinterested","Child is disinterested","الطفل غير مهتم",""
"reasons_not_attend","Missed_too_much","Missed too much to make up","غاب كثيرا ولا يمكن تعويضه",""
"reasons_not_attend","school_too_far","School is too far or no transportation","المدرسة بعيدة أو  لاتوجد مواصلات لها",""
"reasons_not_attend","other","Other","اخرى",""
"","","","","v"
"employment_barrires","Increased_competition","Increased competition for jobs; not enough jobs for everyone","زيادة المنافسة على الوظائف / لا توجد وظائف كافية للجميع",""
"employment_barrires","jobs_far","Available jobs are too far away","الوظائف المتاحة بعيدة جدا",""
"employment_barrires","only_low_available","Only low-skilled, socially degrading or low-paid jobs are available","توافر وظائف منخفضة المهارات فقط، أو المهينة اجتماعيا أو المنخفضة في الاجر",""
"employment_barrires","Underqualified_for_jobs","Underqualified for available jobs","غير مؤهل للوظائف المتاحة",""
"employment_barrires","lack_of_connections","Lack of family/personal connections","عدم وجود اتصالات عائلية / شخصية ( معارف او واسطات)",""
"employment_barrires","none","None","لم تكن هناك صعوبات",""
"employment_barrires","other","Other","اخرى",""
"","","","","v"
"intentions12","current","Remain in the location","البقاء في المكان",""
"intentions12","return","Return to area of origin","العودة الى منطقة الاصل",""
"intentions12","move_iraq","Move to another location - inside Iraq","الانتقال الى مكان آخر ( داخل العراق)",""
"intentions12","move_other","Move to another location - outside Iraq","الانتقال الى مكان آخر ( خارج العراق)",""
"intentions12","dnk","Do not know - waiting to make a decision","لا أعلم – الأنتظار حتى اتخاذ القرار",""
"","","","","v"
"restriction","clearance","Needing to obtain security clearance/coupons","الحاجة الى الحصول على تصريح أمني او بطاقة إذن للخروج",""
"restriction","id_authorities","Needing to show ID documents to civilian authorities or security actors","الحاجة إلى إظهار وثائق الهوية للسلطات المدنية أو الجهات الأمنية",""
"restriction","time","Time restrictions on when to leave and return","قيود على وقت المغادرة والعودة",""
"restriction","reason","Needing to provide a specific reason for movement (employment, medical, school)","الحاجة الى تحديد سبب المغادرة( مثال: للعمل, او حالة طبية او الى المدرسة)",""
"restriction","road_blocks","Physical road blocks","وجود حواجز على الطرقات",""
"restriction","other","Other","اخرى",""
"","","","","v"
"restriction_number","one","One time","مرة واحدة",""
"restriction_number","two","Two times","مرتان",""
"restriction_number","three","Three times","ثلاثة مرات",""
"restriction_number","four_five","Four to five times","من 5 الى 6 مرات",""
"restriction_number","six_plus","More than six times","لأكثر من 6 مرات",""
"","","","","v"
"YND1","yes","Yes","نعم",""
"YND1","no","No","كلا",""
"YND1","decline_to_answer","Decline to answer","يفضل عدم الاجابة",""
"","","","","v"
"hlp_docs","with_member","Physically with me","ابقيها معي ( بحوزتي)",""
"hlp_docs","secure_place","Not with me but in a secure place","ليست معي ولكنها في مكان آمن",""
"hlp_docs","lost","Lost","مفقودة",""
"hlp_docs","stolen_taken","Stolen or confiscated","مسروقة او مُصادرة",""
"hlp_docs","dnk","Does not know","لا اعلم",""
"hlp_docs","never","We never obtained ownership documents","لم نحصل على وثائق اثبات ملكية اطلاقاً",""
"hlp_docs","no_hlp","We do not own a house, land or property in the area of origin","نحن لا نمتلك منزلاً أو أرضًا أو ممتلكات في منطقة الأصل",""
"","","","","v"
"rent_labour","reduced_rent","Yes, reduced rent","نعم، ايجار منخفض",""
"rent_labour","free_accomodation","Yes, free accomodation","نعم، سكن مجاني",""
"rent_labour","no","No","كلا",""
"","","","","v"
"shelter_issues","none","No issues","لا توجد قضايا",""
"shelter_issues","uxo","Contamination from explosive hazards","تلوث المسكن من مخاطر المتفجرات",""
"shelter_issues","flood_landslide","Land at risk of flooding or landslides","أرض معرضة لخطر الفيضانات أو الانهيارات الأرضية",""
"shelter_issues","waste_dumping","Solid waste dumping site","المسكن في موقع تفريغ النفايات الصلبة",""
"shelter_issues","fire","Fire risks","مخاطر اندلاع حريق",""
"shelter_issues","insicure_isolated","Shelter located in an insicure or isolated area","وقوع المسكن في منطقة غير آمنة او معزولة",""
"shelter_issues","not_solid","Shelter not solid enough to offer protection from intruders","المأوى ليس قوياً بما فيه الكفاية لتوفير الحماية من المتسللين",""
"shelter_issues","no_fence","Shelter not fenced","لا يوجد سياج للمسكن",""
"shelter_issues","no_tenure","Shelter without security for tenure","لا يوجد ضمان لإمتلاك المسكن",""
"shelter_issues","no_separated_rooms","Shelter without separate rooms","مأوى دون غرف منفصلة",""
"shelter_issues","no_space","Not enough space or lack of space inside the shelter (min 5.5m2 per person)","لا توجد مساحة كافية أو عدم وجود مساحة داخل المسكن (بحد أدنى 5.5 م 2 للشخص الواحد)",""
"shelter_issues","low_high_ceilings","Ceilings are too high or too low","الأسقف ( السقوف) مرتفعة جدًا أو منخفضة جدًا",""
"shelter_issues","no_light","Lack of natura lighting","عدم وجود اضاءة طبيعية ( من الشمس مثلا)",""
"shelter_issues","leaking","Leaking roof during rain","تسرّب في السطح أثناء المطر ",""
"shelter_issues","insulation","Shelter poorly insulated","مأوى ضعيف العزل",""
"shelter_issues","openings_walls","Openings on the walls","فتحات في الجدران",""
"shelter_issues","broken_windows","Broken windows","نوافذ مكسورة",""
"shelter_issues","no_ventilation","Lack or limited ventilation (min 1m2 opening on one side of the house, 0.5m2 on other)","قلة أو تهوية محدودة (فتحة صغيرة تبلغ 1 م 2 على جانب واحد من المنزل ، 0.5 م 2 على الأخرى)",""
"shelter_issues","no_heating","Lack of heating","عدم وجود تدفئة",""
"shelter_issues","no_electrical","No electrical connection","لا يوجد اتصال كهربائي ( لا توجد شبكة كهرباء)",""
"shelter_issues","missing_washing","Missing or substandard washing facilities","مرافق الغسيل مفقودة أو دون المستوى",""
"shelter_issues","missing_cooking","Lack of access to cooking facilities","عدم الوصول إلى مرافق الطبخ",""
"shelter_issues","sings_failure","Signs of failure (leaning walls, cracks on the walls)","علامات السقوط (الجدران المائلة ، الشقوق على الجدران)",""
"shelter_issues","bends_structure","Bends in structural components (beams, slab, column)","الانحناءات في المكونات الهيكلية (الحزم ، البلاطة ، العمود)",""
"shelter_issues","other","Other","اخرى",""
"","","","","v"
"shelter_better","protec_hazards","Protection from hazards  (contamination from explosive hazards, land at risk of flooding or landslides, solid waste dumping site, fire risks, etc.)","الحماية من الأخطار (التلوث من مخلفات الحرب القابلة للانفجار ، الأراضي المعرضة لخطر الفيضانات أو الانهيارات الأرضية ، موقع التخلص من النفايات الصلبة ، مخاطر الحريق ، إلخ.)",""
"shelter_better","improve_safety","Improve safety and security (shelter located in an insecure/ isolated area, shelter not solid enough to offer protection from intruders, not fenced, without security of tenure, etc)","تحسين السلامة والأمن (المأوى الموجود في منطقة غير آمنة / معزولة ، والمأوى ليس قويا بما فيه الكفاية لتوفير الحماية من المتطفلين ، وليس المسيّج ، ضمان امتلاك المسكن ، الخ)",""
"shelter_better","improve_privacy","Improve privacy and dignity (no separate rooms, not enough space, shared facilities such as toilets & showers, low/high ceilings, lack of ventilation, lack of natural lighting)","تحسين الخصوصية والكرامة (لا توجد غرف منفصلة ، لا توجد مساحة كافية ، مرافق مشتركة مثل المراحيض والاستحمام ، السقوف المنخفضة / العالية ، قلة التهوية ، قلة الإضاءة الطبيعية)",""
"shelter_better","protect_climate","Protect from climatic conditions (leaking roof, floor not insulated, opening on the walls, broken windows, lack of ventilation, missing heating system, etc.) ","حماية من الظروف المناخية (تسريب السطح ، الأرضية غير معزولة ، الفتحة على الجدران ، النوافذ المكسورة ، قلة التهوية ، نظام التدفئة المفقود ، الخ.)",""
"shelter_better","improve_infrastructure","Improve basic infrastructures and utilities (access to electricity, cooking and bathing/toilet  facilities)","تحسين البنى التحتية والمرافق الأساسية (الوصول إلى الكهرباء والطهي ومرافق الاستحمام / المرحاض)",""
"shelter_better","improve_structure","Improve structural stability of the building (signs of failure such as leaning walls, big cracks and bends in structural components  - beam, slab, column, rafter, purlin and wall)","تحسين الاستقرار الهيكلي للمبنى (علامات السقوط مثل الجدران المائلة ، الشقوق الكبيرة والانحناءات في المكونات الهيكلية، البلاطة ، العمود ، العوارض الخشبية ، المدادة والجدار)",""
"shelter_better","none","No improvements needed (my shelter is good as it is)","لا حاجة إلى تحسينات (المأوى الخاص بي جيد كما هو)",""
"shelter_better","other","Other","اخرى",""
"","","","","v"
"info_aid","safety_seuirty","Safety and security","الامن والامان",""
"info_aid","status_housing","Status of housing","وضع المنزل",""
"info_aid","livelihoods","Livelihoods","الحياة المعيشية",""
"info_aid","water_services","Water services","خدمات المياه",""
"info_aid","electr_services","Electricity services","خدمات الكهرباء",""
"info_aid","education","Education","التعليم",""
"info_aid","healthcare","Healthcare","الرعاية الصحية",""
"info_aid","assistance","Humanitarian assistance","المساعدات الانسانية",""
"info_aid","legal_services","Legal services","خدمات قانونية",""
"info_aid","hlp_ingo","Housing, land and property services","خدمات الاسكان والاراضي والممتلكات",""
"info_aid","uxo_info","Explosive hazards clearance (mines, bombs, IEDs)","إزالة مخاطر المتفجرات (الألغام والقنابل والعبوات الناسفة)",""
"info_aid","renew_docs","Renewing official documentation","تجديد الوثائق الرسمية",""
"info_aid","no_info_needed","I do not want to receive information","لا أريد تلقي المعلومات",""
"info_aid","other","Other","اخرى",""
"","","","","v"
"info_provider","fam_aoo","Friends and family living in the area of origin","الأصدقاء والعائلة الذين يعيشون في منطقة المنشأ",""
"info_provider","fam_aoo_30days","Friends and family that visited the area of origin in the past 30 days","الأصدقاء والعائلة الذين زاروا منطقة الأصل في الثلاثين يومًا الماضية",""
"info_provider","fam_no_aoo","Friends and family that have not been in the area of origin","الأصدقاء والعائلة الذين لم يكونوا في منطقة الأصل",""
"info_provider","local_authorities","Local authorities","السلطات المحلية",""
"info_provider","national_authorities","National authorities","السلطات الوطنية",""
"info_provider","ngo_humanit","NGO/humanitarian actors","المنظمات غير الحكومية / الجهات الفاعلة الإنسانية",""
"info_provider","religious_leaders","Religious leaders","الزعماء الدينيين",""
"info_provider","mukhtars","Mukhtars","المخاتير",""
"info_provider","sector_leaders","Sector leaders","رؤساء القطاع",""
"info_provider","schools_centres","Schools and community centres","المدارس والمراكز المجتمعية",""
"info_provider","other","Other","اخرى",""
"","","","","v"
"info_mode","direct_obs","Direct observation","من خلال الملاحظة المباشرة",""
"info_mode","face_cmmunic","Face-to-face communication (e.g. from friends)","اتصال مباشر وجهاً لوجه ( من الاصدقاء او العائلة مثلاً)",""
"info_mode","television","Television","من التلفاز",""
"info_mode","telephone","Telephone/mobile phone (Voice call)","مكالمة صوتية من الموبايل",""
"info_mode","mobile","Mobile phone (text SMS)","رسائل نصية من الموبايل",""
"info_mode","facebook_app","Facebook (app)","تطبيق فيسبوك",""
"info_mode","facebook_messenger","Facebook (messenger)","تطبيق فيسبوك ماسنجر",""
"info_mode","whatsapp","Whatsapp","واتساب",""
"info_mode","Viber","Viber","فايبر",""
"info_mode","other_social","Other social networks (Skype, instagram, twitter)","شبكات التواصل الاجتماعي الاخرى( سكايب، فايبر، انستغرام، تويتر)",""
"info_mode","notice_board","Notice boards and posters","لوحة اعلانات وملصقات",""
"info_mode","newspapers","Newspapers and magazines","الجرائد والمجلات",""
"info_mode","leaflet","Printed leaflet","نشرات مطبوعة",""
"info_mode","loud_speakers","Loud speakers","مكبرات الصوت",""
"info_mode","radio","Radio","الراديو",""
"info_mode","other","Other","اخرى",""
"","","","","v"
"aid_type","cash","Cash","مال / نقود",""
"aid_type","food","Food","غذاء",""
"aid_type","water","Water","ماء",""
"aid_type","fuel","Fuel","وقود",""
"aid_type","shelter","Shelter","مسكن",""
"aid_type","seasonal_items","Seasonal items","مواد موسمية",""
"aid_type","other_nfi","Other non-food items","مواد غير غذائية اخرى",""
"aid_type","protection","Protection services (legal assistance; psycho-social support; GBV services; child protection services; explosive hazard risk education)","خدمات الحماية (المساعدة القانونية ؛ الدعم النفسي-الاجتماعي ؛ خدمات العنف المبني على النوع الاجتماعي ؛ خدمات حماية الطفل ؛ التثقيف حول مخاطر المتفجرات)",""
"","","","","v"
"aid_feedback","aid_worker_home","Face to face (at home) with aid worker","اتصال مباشر وجهاً لوجه ( في المنزل) مع عامل الاغاثة",""
"aid_feedback","aid_worker_office","Face to face (in office/other venue) with aid worker","اتصال مباشر وجهاً لوجه ( في المكتب او مكان آخر) مع عامل الاغاثة",""
"aid_feedback","member_community","Face to face with member of the community ","وجها لوجه مع عضو في المجتمع",""
"aid_feedback","phone_call","Phone call","مكالمة هاتفية",""
"aid_feedback","sms","SMS (WhatsApp, Viber, etc.)","الرسائل النصية القصيرة (WhatsApp ، فايبر ، إلخ.)",""
"aid_feedback","email","E-mail","البريد الإلكتروني / ايميل",""
"aid_feedback","letter","Letter","رسالة خطّية / كتابية",""
"aid_feedback","social_media","Social media (Facebook, etc.)","وسائل التواصل الاجتماعي (Facebook ، إلخ.)",""
"aid_feedback","suggestion_box","Complaints/suggestions box","صندوق الشكاوي والاقتراحات",""
"aid_feedback","other","Other","اخرى",""
"","","","","v"
"aid_not_satisfied","quality","Quality not good enough","النوعية ليست جيدة بما فيه الكفاية",""
"aid_not_satisfied","quantity","Quantity not enough","الكمية غير كافية",""
"aid_not_satisfied","delays","Delays in delivery of aid","التأخير في تسليم المساعدة",""
"aid_not_satisfied","other","Other","اخرى",""
"","","","","v"
"ask_aid","no","No","لا",""
"ask_aid","yes_survey","Yes, I was asked through surveys","نعم ، لقد سُئلت من خلال الاستطلاعات",""
"ask_aid","yes_leaders","Yes, I was asked by community leaders","نعم ، سألني قادة المجتمع",""
"ask_aid","yes_focus","Yes, I attended a focus group discussion","نعم ، حضرت مناقشة جماعية للمجتمع",""
"ask_aid","yes_counsel","Yes; I received one-on-one counselling about my assistance options","نعم فعلا؛ تلقيت المشورة الفردية حول خيارات المساعدة الخاصة بي",""
"","","","","v"
"aid_result_diff","quantity","Quantity of items/services was different than expected","كمية المواد /الخدمات كانت مختلفة عن المتوقع",""
"aid_result_diff","type","Type of items/services were different than expected","نوع المواد/الخدمات كان مختلف عن المتوقع",""
"aid_result_diff","quality","Quality of items/services were different than expected","جودة المواد/الخدمات كانت مختلفة عما هو متوقع",""
"aid_result_diff","other","Other","اخرى",""
"","","","","v"
"ngo","MCNA01","Al-Huda Foundation","Al-Huda Foundation",""
"ngo","MCNA02","al-Tawasul wa al-Ekha Human Organisation","al-Tawasul wa al-Ekha Human Organisation",""
"ngo","MCNA03","DRC","DRC",""
"ngo","MCNA04","HRF","HRF",""
"ngo","MCNA05","IRC","IRC",""
"ngo","MCNA06","Janat Al-frdaws","Janat Al-frdaws",""
"ngo","MCNA07","Medair","Medair",""
"ngo","MCNA08","Mercy Corps","Mercy Corps",""
"ngo","MCNA09","Mercy Hands","Mercy Hands",""
"ngo","MCNA10","Oxfam","Oxfam",""
"ngo","MCNA11","IOM","IOM",""
"ngo","MCNA12","REACH","REACH",""
"ngo","MCNA13","Sahara Economic Development Organization (SEDO)","Sahara Economic Development Organization (SEDO)",""
"ngo","MCNA14","TdH","TdH",""
"ngo","MCNA15","UIMS","UIMS",""
"ngo","MCNA16","War Child UK","War Child UK",""
"ngo","MCNA17","WHH","WHH",""
"ngo","MCNA18","World Vision","World Vision",""
"ngo","MCNA19","Other","Other",""
"","","","","v"
"management","Private_clinic","Private clinic","عيادة خاصة",""
"management","Public_facility","Public health facility (clinic or hospital)","منشأة صحية عامة ( عيادة او مشفى عام)",""
"management","INGO","International organization (UN, IFRC, MSF)","منظمة دولية ( الامم المتحدة، الهلال الاحمر العراقي، اطباء بلا حدود)",""
"management","local_ngo","Local organization (religious group, volunteers)","منظمات محلية ( جهات دينية ، متطوعين)",""
"management","do_not_know","Do not know","لا اعلم",""
"management","none","None","لا احد ",""
"management","other","Other","اخرى",""
"","","","","v"
"behavior_change","withdrawn","Withdrawn from family and friends ","الانسحاب من العائلة والأصدقاء",""
"behavior_change","anger","Angry or aggressive outbursts","غضب او عدوانية",""
"behavior_change","appetite_change","Changes in appetite or eating habits","تغيرات في الشهية او عادات الاكل",""
"behavior_change","headached","Headaches","الصداع",""
"behavior_change","bedwetting","New or recurrent bedwetting","التبول اللاإرادي الجديد أو المتكرر",""
"behavior_change","nightmares","Nightmares or sleep disturbances","كوابيس أو اضطرابات النوم",""
"behavior_change","upset_stomach","Upset stomach or vague stomach pain","اضطراب في المعدة أو ألم مبهم في المعدة",""
"behavior_change","fears","New or recurring fears (fear of the dark, fear of being alone, fear of strangers)","مخاوف جديدة أو متكررة (الخوف من الظلام ، الخوف من الخلوة ، الخوف من الغرباء)",""
"behavior_change","clinging","Clinging, unwilling to let you out of sight","التشبث ، عدم الرغبة في تركك بعيدا عن الأنظار",""
"behavior_change","crying","Excessive crying","البكاء المفرط",""
"behavior_change","infant_behaviour","Going back to behaviors present when a younger age","العودة إلى السلوكيات الحالية عند سن أصغر",""
"behavior_change","startled","Startled easily","الاندهاش او الذهول بسهولة",""
"behavior_change","drugs","Substance use/abuse","الاستخدام او سوء الاستخدام",""
"","","","","v"
